spoken_hook,spoken_hook_framework,spoken_hook_structure,visual_hook_graphic,visual_hook_movement,visual_hook_layout,text_hook,audio_hook_structure,video_link,niche,content_type,performance_rank,views
Could this be the worst rebrand of all time?,Could this be the worst [X decision] of all time?,Question,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,[X subject] does [Y thing],No audio,https://www.tiktok.com/@samdespo/video/7259196319657512210,Content Marketing,Entertainment,6,622700
"Neil Patel, what would you say is the next biggest revolution in marketing?","[X expert], what would you say is the next biggest revolution in [Y field]?",Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Future of [X thing],No audio,https://www.tiktok.com/@samdespo/video/7416876278558625031,Content Marketing,Education,7,618200
Why is the grass always greener on the other side? Because its fake. Its AR.,[X common saying]? Because [Y truth]. Its [Z],Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DIv_SNAPRHT/,Content Marketing,Education,5,602285
What are some of these rich versus poor habits?,What are some of these [X] versus [Y] habits?,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DBg7LLOvOGa/,Content Marketing,Education,8,596865
How to audit your own IG account. Step 1...,How to [X action] your own [Y]. Step 1...,Educational/Tutorial,Non-person B-Roll,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/peter.visuals/reel/DDchX2yTwQn/,Content Marketing,Education,7,579409
"This is the exact same video, but the second time it was posted, it got 21.4 times more views. And its all because of one simple strategy, you can steal. The second video ends right after the payoff.","This is the exact same [X content], but the second time it was posted, it got [Y multiplier] times more [Z metric]. And its all because of one simple strategy, you can steal. [Strategy]",Comparison,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None","Full screen A-roll (in studio),Split screen A-roll + B-roll",Captions (repeat of spoken),Music + SFX,https://www.instagram.com/viralvideo.club/reel/DBbhGuko0Yn/,Content Marketing,Education,2,562248
"So if you ever have to do any financial reporting, this AI tool will change your life.","So if you ever have to do any [X task], this AI tool will change your life",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@jimmyslags_/video/7177042353473981738,Tech,Education,9,560200
"Okay, can we talk about how Ashton Hall low-key broke the internet with his morning routine?","Okay, can we talk about how [X person] low-key broke the internet with [Y content]?",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/rico.incarnati/reel/DHrqr3_xnpI/,Content Marketing,Education,8,553806
"My husbands parking the car, so I am doing the long, lonely walk to the ultrasound appointment.","My [X person]s [Y action], so I am doing the [Z emotional action]",Educational/Tutorial,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),No audio,https://www.instagram.com/drjolenebrighten/reel/DH8ww6au5-V/,Content Marketing,Education,6,548264
"Please do real estate. I got you. One idea, five viral hooks. Lets run it. Number one - Negative Hook.","Please do [X topic]. I got you. One idea, [Y number] viral hooks. Lets run it. Number one - [Z hook type]",Educational/Tutorial,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/rico.incarnati/reel/DAWC6UZxnS8/,Content Marketing,Education,9,541604
"Most AI architecture looks like a cheap render. This, this feels like you could walk into it.","Most [X category] looks like [Y quality]. This, this feels like [Z better quality]",Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DJCTsDzPJQ_/,Content Marketing,Education,6,539398
"If you want to grab attention on YouTube, stop scrolling.","If you want to [X goal] on [Y platform], stop scrolling",Educational/Tutorial,Creator in B-Roll,B-Roll - None,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/jtbarnett/reel/Cs9oGICPEgG/,Content Marketing,Education,4,538668
This is brands doing marketing right - All Things Butter.,This is [X] doing [Y] right - [Z example],Educational/Tutorial,"Creator A-Roll,Image Screenshots,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/C54mkAQt5oW/,Content Marketing,Education,8,530735
This brand is the ultimate guide on viral marketing.,This [X] is the ultimate guide on [Y topic],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Slow Zooms,B-Roll - Swipe Transitions",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music + SFX,https://www.instagram.com/itsryanto/reel/DAtRf1lvUIK/,Content Marketing,Education,7,530185
"Everyone always asks me, Ashley, how do you change your tire? And I always say, I dont know. And my names not even Ashley.","Everyone always asks me, [X wrong name], how do you [Y task]? And I always say, [Z response]. And my names not even [X]",Contrarian/Negative,Example Videos,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/peter.visuals/reel/DHbDE01P4BG/,Content Marketing,Education,8,517294
"This brand Trico, hes gotten his account shut down like four times at this point.","This brand [X name], [Y event/action]",Raw Shock,"Creator A-Roll,Image Screenshots,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/C_yIBbCJ6Rr/,Content Marketing,Education,9,506231
Dont post any more Reels until youve done this one thing.,Dont [X action] until youve done this one thing,Contrarian/Negative,"Creator A-Roll,Example Videos","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/personalbrandlaunch/reel/DIO3OdtPFGJ/,Content Marketing,Education,6,500314
The ideal way to actually execute as a company is to have the founder be in the content.,The ideal way to actually [X goal] as a [Y entity] is to have [Z person] be in the [activity],Educational/Tutorial,"Example Videos,Subject in B-Roll",B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/jtbarnett/reel/C7VQigdPfRT/,Content Marketing,Education,5,481072
This is content that every brand should make in 2025 - one shot videos.,This is [X] that every [Y] should make in [Z year] - [specific type],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/DHFKNmotRw-/,Content Marketing,Education,10,471613
"Heres how to find $10,000 a day products without going to 50 different websites.",Heres how to find $[X amount] a day products without [Y tedious process],Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,Captions (repeat of spoken),Music + SFX,https://www.instagram.com/daviefogarty/reel/DARNopDqNlV/?hl=en,Content Marketing,Education,9,470806
"Here is a brand that is not afraid to stand for something, even if that means pissing people off.","Here is a [X] that is not afraid to [Y action], even if that means [Z consequence]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),[X shocking thing],No audio,https://www.instagram.com/shwinnabegobrand/reel/DBgm6nnO0Qt/,Content Marketing,Education,7,461588
Is this the beginning of the end for Capri Sun?,Is this the beginning of the end for [X]?,Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),None,No audio,https://www.instagram.com/shwinnabegobrand/reel/C_QvIDcuIzI/,Content Marketing,Education,8,461088
Who else in marketing is struggling with the demand to post across every single channel?,Who else in [X profession] is struggling with [Y challenge]?,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.tiktok.com/@samdespo/video/7417602074264882450,Content Marketing,Entertainment,8,451200
"Mr. Beast generated 290 million views for his chocolate promotional video. It would have cost four million dollars using ads, but he did it organically using this one simple trick.","[X person] generated [Y huge metric] for his [Z content]. It would have cost [huge amount] using ads, but he did it organically using this one simple trick",Secret Reveal,Example Videos,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/peter.visuals/reel/DEFU-4cTF64/,Content Marketing,Education,10,440691
"People always ask me how I get lighting like this, this, and this in my videos. So heres my hack. The 2 and 2 rule. Welcome to another episode of Video Making 101.","People always ask me how I get [X element] like this, this, and this in my videos. So heres my hack. The [Y rule]. Welcome to another episode of [Z series]",Educational/Tutorial,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DGRm-73StNt/,Content Marketing,Education,4,430644
Here is my number one prompt for ChatGPT.,Here is my number one [X] for [Y],Secret Reveal,"Creator A-Roll,Example Videos","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,[X shocking thing],No audio,https://www.instagram.com/personalbrandlaunch/reel/DIg8eqgpYYU/,Content Marketing,Education,7,424433
"If you post 100 videos and 90 of them flop, but then the next 10 are the ones that get you to 100,000 followers and get you your first 10 sales, are you going to care about the 90 that flopped?","If you [X action] and [Y percentage] of them flop, but then [Z small percentage] are the ones that get you [results], are you going to care about [failures]?",Fortuneteller,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),Music only,https://www.instagram.com/dmitrihasideas/reel/DCAhjYVSAzu/,Content Marketing,Education,2,422033
This brand is making millions using anti-corporate marketing.,This brand is making millions using [X type] marketing,Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),SFX only,https://www.instagram.com/itsryanto/reel/C_0iI_9pv3l/,Content Marketing,Education,8,421319
"Adding 3D objects to your scenes is not that hard, and heres how to do it in three simple steps. Welcome to Edit Like Its 3005, a series where I break down futuristic effects.","[X task] is not that hard, and heres how to do it in [Y number] simple steps. Welcome to [Z series], a series where I break down [content type]",Educational/Tutorial,Creator A-Roll,"A-Roll - None,B-Roll - 3D Effect",Full screen A-roll (in world),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DFJc0jiPGlX/,Content Marketing,Education,5,419046
"So, maybe to no ones surprise, but this company that raised over $200 million was building in stealth for over 6 years to launch this AI hardware device of questionable utility","So, maybe to no ones surprise, but this company that [X impressive fact] was [Y surprising action]",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/shwinnabegobrand/reel/DGTg2FlRsWy/,Content Marketing,Education,9,414919
ChatGPT Pro just paid for itself in five minutes.,[X tool] just paid for itself in [Y time],Raw Shock,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@mr.paidsocial/video/7447620721863347499,Tech,Entertainment,6,406900
Here are 4 websites I couldnt live without as a content creator so save this video for later,Here are [X number] websites I couldnt live without as a [Y profession] so save this video for later,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/C-DG3qKI6xH/,Content Marketing,Education,8,405843
Steal these viral hooks,Steal [X valuable thing],Secret Reveal,Creator in B-Roll,"A-Roll - Crash Zoom,B-Roll - Quick Cuts",Full screen A-roll (in world),[X shocking thing],No audio,https://www.instagram.com/viralvideo.club/reel/DEFHFaoov-L/,Content Marketing,Education,5,402000
Pinks is a great example of how you can stand out in an old and boring category by paying attention to branding and details,[X brand] is a great example of how you can stand out in [Y category] by [Z approach],Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),[X subject] does [Y thing],No audio,https://www.instagram.com/shwinnabegobrand/reel/DBO6BY4xsY9/,Content Marketing,Education,10,399681
Have you ever wondered what its like when you hire someone to run your Instagram?,Have you ever wondered what its like when you [X scenario]?,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music only,https://www.instagram.com/personalbrandlaunch/reel/C7yultuukHv/,Content Marketing,Education,8,391890
"If youre not comfortable sharing your day-to-day life on social media, you dont have to.","If youre not comfortable [X action], you dont have to",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/katiexsocials/reel/C_YRT3XA5Ru/,Content Marketing,Education,2,391399
This creator Eric completely broke traditional marketing.,This creator [X name] completely broke [Y system],Secret Reveal,"Arrow/Highlights,Creator A-Roll,Subject in B-Roll","A-Roll - None,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music only,https://www.instagram.com/itsryanto/reel/DCCe4AOv0e8/,Content Marketing,Education,9,382302
Steal these viral hooks,Steal these [X content element],Raw Shock,Creator in B-Roll,"A-Roll - Crash Zoom,B-Roll - Quick Cuts",Full screen A-roll (in world),[X shocking thing],No audio,https://www.instagram.com/viralvideo.club/reel/DEFHFaoov-L/,Content Marketing,Entertainment,5,378818
Would you not sleep with a girl just because shes on her period?,Would you not [X action] with [Y person] just because [Z condition]?,Educational/Tutorial,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Slow Zooms",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music only,https://www.instagram.com/drjolenebrighten/reel/DDxqFdWhmxu/,Content Marketing,Education,8,378663
"Would you pay $200 a month to have unlimited access to a PhD above level intelligence that knew absolutely everything in the world? That could write for you, code for you, and like literally build products for you?",Would you pay $[X price] a month to have unlimited access to [Y capabilities]?,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@mr.paidsocial/video/7447636648784956715,Tech,Entertainment,7,377400
Finding suppliers for new products used to take weeks of research. But then I discovered something that changed everything within seconds,[X task] used to take [Y long time]. But then I discovered something that changed everything within seconds,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/adamstewartmarketing/reel/DHGVSfGzMRI/,Content Marketing,Education,10,376641
"I might post tomorrow. Rain or shine, I post daily.",[X weak commitment]. [Y strong opposite commitment],Comparison,Creator A-Roll,"A-Roll - None,B-Roll - None",Full screen A-roll (in world),[X numbers] vs [Y numbers],Music only,https://www.instagram.com/viralvideo.club/reel/DIBWpwdIxfo/,Content Marketing,Entertainment,6,376337
Why do most furniture brands still use product shots that look like stock photos from 2009?,Why do most [X industry] still use [Y outdated practice]?,Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DJRviKhiLJS/,Content Marketing,Education,7,374633
"I might post tomorrow. Rain or shine, I post daily",[X frame] vs [Y opposing frame],Comparison,Creator A-Roll,"A-Roll - None,B-Roll - None",Full screen A-roll (in world),[X numbers] vs [Y numbers],Music only,https://www.instagram.com/viralvideo.club/reel/DIBWpwdIxfo/,Content Marketing,Education,6,374000
"Alright, for anyone that loves design, you have to check out this AI tool.","Alright, for anyone that loves [X interest], you have to check out this AI tool",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@jimmyslags_/video/7176774719264394539,Tech,Education,10,371500
TikTok ads are crushing it in 2024 and let me prove it to you.,[X platform] ads are crushing it in [Y year] and let me prove it to you,Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),[X subject] does [Y thing],No audio,https://www.tiktok.com/@samdespo/video/7345787715956346130,Content Marketing,Education,10,368100
This website has a bunch of cut out memes and popular sound effects you can download completely for free.,This website has a bunch of [X content] you can download completely for free,Secret Reveal,"Creator A-Roll,Example Videos",A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/C8h9e58N_8q/,Content Marketing,Education,9,367897
"Someone hired me to create visuals for their running brand, but we didnt show the product once, because thats not what makes people stop scrolling. What works is the feeling.","Someone hired me to [X task], but we didnt [Y expected approach], because thats not what [Z desired outcome]. What works is [better approach]",Secret Reveal,"Example Videos,Image Screenshots","B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DI37gomvKsp/,Content Marketing,Education,8,364590
The writer of Rick and Morty might have just given the best advice Ive ever heard on writers block,[X person] just gave the best advice Ive ever heard on [Y problem],Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/viralvideo.club/reel/DIyeEBTI-wG/,Content Marketing,Education,7,364000
"Portals! Heres how to create one in three steps. Welcome back to another episode of Edit Like Its 3005, a series where we break down futuristic effects.","[X effect]! Heres how to create one in [Y number] steps. Welcome back to another episode of [Z series], a series where we break down [content type]",Secret Reveal,Creator A-Roll,"A-Roll - None,B-Roll - 3D Effect",Full screen A-roll (in world),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DIINP6wJVMX/,Tech,Entertainment,6,363972
"If this doesnt feel AI, its because it isnt. Its design.","If this doesnt feel [X], its because it isnt. Its [Y]",Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DJ6-L8wCSC4/,Content Marketing,Education,9,360469
"People will cringe, and then theyll be jealous.","People will [X negative reaction], and then theyll be [Y positive reaction]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/tomnoske/reel/DJwEEfgzFtd/,Content Marketing,Education,7,360406
I think Ive unlocked the secret to viral content.,I think Ive unlocked the secret to [X outcome],Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/dmitrihasideas/reel/C-VhDG0vRlp/,Content Marketing,Education,3,358763
People who read before bed reduce their stress by 68%.,People who [X habit] reduce their [Y problem] by [Z percentage],Educational/Tutorial,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Slow Zooms",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/drjolenebrighten/reel/DCDDQhYs3-G/,Content Marketing,Education,9,346897
Malibu Golf made $30 million last year by following this unique content strategy I like to call TDS.,[X company] made $[Y amount] last year by following this unique [Z strategy] I like to call [acronym],Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DG10oXktDvJ/,Content Marketing,Education,9,340211
"If this looks real, its not luck, its prompt design, on purpose.","If this looks [X quality], its not luck, its [Y skill], on purpose",Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DJ9NGZKi59w/,Content Marketing,Education,10,333980
This companys going stupid viral using unhinged marketing.,This [X]s going stupid viral using [Y type] marketing,Secret Reveal,"Arrow/Highlights,Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music only,https://www.instagram.com/itsryanto/reel/DCXyx4HSiXo/,Content Marketing,Education,10,321371
Im nearly 24 years old and if I could go back in time this is what I would tell my 18 year old self.,Im nearly [X age] years old and if I could go back in time this is what I would tell my [Y age] year old self,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/C9dIWd_uORV/,Content Marketing,Education,10,303666
I have a formula for like Im gonna go viral again right now.,I have a formula for [X outcome],Educational/Tutorial,"Arrow/Highlights,Creator A-Roll,Image Screenshots","A-Roll - None,B-Roll - Quick Cuts",Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/C0b5Ob1u-1Y/,Content Marketing,Education,10,302120
Ive spent over 100 million dollars on Facebook ads and these are the ad creatives I always make,Ive spent over [X amount] on [Y platform] ads and these are the [Z creatives] I always make,Secret Reveal,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7278339582884646187,Content Marketing,Education,3,294500
I got engaged when I was 16 years old. That was a storytelling hook.,I [X shocking personal story]. That was a [Y type] hook,Raw Shock,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/personalbrandlaunch/reel/DG8OWTKvALo/,Content Marketing,Education,10,279003
"Growing an audience is hard, but growing an audience that cares about you is even harder.","[X task] is hard, but [Y deeper task] is even harder",Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/katiexsocials/reel/C-DhM32pkGC/,Content Marketing,Education,3,272821
"This is the magic text effect, and heres how to do it in less than 30 seconds. Welcome to another episode of Edit Like Its 3005, a series where I show you how to create futuristic effects.","This is the [X effect], and heres how to do it in less than [Y time]. Welcome to another episode of [Z series], a series where I show you how to create [content type]",Educational/Tutorial,Creator A-Roll,"A-Roll - Slow Zoom,B-Roll - 3D Effect,B-roll - Text Overlays","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DF6nuDVpezl/,Tech,Education,7,272685
The writer of Rick and Morty might have just given the best advice Ive ever heard on writers block. Watch the video and then Ill share my thoughts.,[X person] just gave the best advice Ive ever heard on [Y problem],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/viralvideo.club/reel/DIyeEBTI-wG/,Content Marketing,Education,7,267469
Today Im doing the unthinkable at one of the biggest trade shows in the world.,Today Im doing the unthinkable at [X event],Raw Shock,"Non-person B-Roll,Subject in B-Roll",B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/jtbarnett/reel/Cp0bh9OgTfj/,Content Marketing,Education,9,262368
"If you were to introduce yourself to me right now, could you do it without mentioning your job title or the things that you do?","If you were to [X action] right now, could you do it without [Y typical approach]?",Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/katiexsocials/reel/C3gQJAhA-I8/,Content Marketing,Education,4,254717
ChatGPT just told me to wait 10 minutes.,[X AI] just told me to [Y unexpected response],Raw Shock,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),[X shocking thing],No audio,https://www.tiktok.com/@mr.paidsocial/video/7501069081647353134,Tech,Entertainment,8,252500
"Surprise surprise, Jaguar is firing the ad agency responsible for the ""Copy No One"" nonsense that took away 100 years of heritage and replaced it with complete ambiguity.","Surprise surprise, [X company] is firing [Y provider] responsible for the [Z campaign] nonsense that [negative impact]",Secret Reveal,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.tiktok.com/@brandbosshq/video/7504036288413224238,Content Marketing,Entertainment,5,250500
Were putting our entire life savings on this theory.,Were putting our entire [X asset] on this [Y theory],Raw Shock,"Non-person B-Roll,Subject in B-Roll",B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),SFX only,https://www.instagram.com/jtbarnett/reel/CpiPPCWAJ-V/,Content Marketing,Education,10,247441
"I know I pretend to be an AI human sometimes, but heres a real day in my life as a Stanford CS student.","I know I [X persona] sometimes, but heres a real day in my life as a [Y identity]",Secret Reveal,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DHcgor9xojD/,Tech,Entertainment,8,243812
You are being brainwashed to watching this video right now.,You are being [X claim] to [Y action] right now,Raw Shock,Creator in B-Roll,B-Roll - None,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/iamjadenly/reel/C5oNFpau2Q5/,Content Marketing,Education,2,242462
"Boring product, excellent marketing.","[X negative trait] product, [Y positive trait] marketing",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/dmitrihasideas/reel/DFnezEjJ0DZ/,Content Marketing,Education,4,221258
"Whatever you do, do not post another video without remembering this - and, but, therefore.","Whatever you do, do not [X action] without remembering this - [Y principle]",Secret Reveal,Creator in B-Roll,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/dmitrihasideas/reel/DAThvXzyEy1/,Content Marketing,Education,5,217701
Stop posting educational content. Do this instead.,Stop posting [X content type]. Do this instead,Educational/Tutorial,"Creator A-Roll,Example Videos","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/iamjadenly/reel/DDw4j_hOWZq/,Content Marketing,Education,3,213009
Combining ChatGPT with Make.com allows you to build any automation that you can dream of.,Combining [X tool] with [Y tool] allows you to build any [Z capability] that you can dream of,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@mr.paidsocial/video/7407257762297793838,Tech,Education,10,210300
"Im not the best storyteller by any means necessary, but for every business owner out there watching, this one story format has single-handedly gotten me hundreds of thousands of views and a crap ton of leads.","Im not the best [X skill] by any means necessary, but for every [Y audience] out there watching, this one [Z technique] has single-handedly gotten me [results]",Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/iamjadenly/reel/DBOjEszOVH9/,Content Marketing,Education,4,205589
"Heres how to turn yourself into Ironman in under a minute, using After Effects.","Heres how to turn yourself into [X character] in under [Y time], using [Z software]",Educational/Tutorial,Creator in B-Roll,B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DDC2WkiyyDP/,Tech,Education,9,198587
"We posted the same video twice. This one has 100,000 views. This one has over 70 million views. Down below, well explain why it happened.","We posted the same video twice. This one has [X small number] views. This one has over [Y huge number] views. Down below, well explain why it happened",Comparison,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,None,Music only,https://www.instagram.com/thecreatorpassport/reel/DHWZdgRyLzQ/,Content Marketing,Education,3,198056
I love these grid style ads. This is something that worked during the print era and still works today on meta ads.,I love these [X ad format]. This is something that worked during [Y era] and still works today on [Z platform],Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,None,No audio,https://www.tiktok.com/@daradenney/video/7423014409838136606,Content Marketing,Education,4,188200
